Flight_ID,Airline_Name,Origin_City,Origin_Country,Destination_City,Destination_Country,Distance_KM,Scheduled_Departure,Scheduled_Arrival,Flight_Status,Base_Fare_NGN
FL00386,EgyptAir,Casablanca,Morocco,Johannesburg,South Africa,7200,2023-10-09 06:30:00,2023-10-09 16:14:00,On-Time,680945
FL00387,Ethiopian Airlines,Lagos,Nigeria,Cairo,Egypt,4020,2023-10-10 22:00:00,2023-10-11 03:29:00,On-Time,401353
FL00388,EgyptAir,Nairobi,Kenya,Accra,Ghana,4808,2023-10-10 07:15:00,2023-10-10 13:59:00,On-Time,462870
FL00389,Air Peace,Accra,Ghana,Lagos,Nigeria,397,2023-10-11 21:45:00,2023-10-11 22:55:00,Delayed,45827
FL00390,Air Peace,Enugu,Nigeria,Abuja,Nigeria,330,2023-10-12 12:15:00,2023-10-12 13:11:00,On-Time,36620
FL00391,Arik Air,Accra,Ghana,Lusaka,Zambia,4500,2023-10-12 14:00:00,2023-10-12 20:24:00,On-Time,412164
FL00392,Arik Air,Lagos,Nigeria,Cairo,Egypt,4020,2023-10-13 06:30:00,2023-10-13 11:54:00,Delayed,374570
FL00393,Arik Air,Lagos,Nigeria,Cairo,Egypt,4020,2023-10-14 13:45:00,2023-10-14 19:22:00,On-Time,371576
FL00394,Dana Air,Lagos,Nigeria,Casablanca,Morocco,4010,2023-10-15 11:00:00,2023-10-15 16:38:00,On-Time,349550
FL00395,Dana Air,Abuja,Nigeria,Dar es Salaam,Tanzania,4050,2023-10-15 08:00:00,2023-10-15 13:58:00,Delayed,358538
FL00396,Air Peace,Enugu,Nigeria,Johannesburg,South Africa,4100,2023-10-16 22:30:00,2023-10-17 04:32:00,On-Time,385186
FL00397,EgyptAir,Cairo,Egypt,Addis Ababa,Ethiopia,2185,2023-10-17 17:30:00,2023-10-17 20:50:00,On-Time,211077
FL00398,Air Peace,Enugu,Nigeria,Kano,Nigeria,650,2023-10-18 15:15:00,2023-10-18 16:22:00,On-Time,65604
FL00399,Arik Air,Kano,Nigeria,Abuja,Nigeria,316,2023-10-18 08:45:00,2023-10-18 09:29:00,Delayed,35571
FL00400,Air Peace,Port Harcourt,Nigeria,Dar es Salaam,Tanzania,4100,2023-10-19 08:45:00,2023-10-19 14:33:00,Cancelled,378177
FL00401,Arik Air,Accra,Ghana,Lusaka,Zambia,4500,2023-10-20 14:30:00,2023-10-20 21:07:00,On-Time,413508
FL00402,Dana Air,Abuja,Nigeria,Lusaka,Zambia,3980,2023-10-21 09:15:00,2023-10-21 14:50:00,On-Time,351697
FL00403,Dana Air,Port Harcourt,Nigeria,Casablanca,Morocco,4100,2023-10-21 13:45:00,2023-10-21 19:26:00,On-Time,364358
FL00404,Dana Air,Kano,Nigeria,Abuja,Nigeria,316,2023-10-22 07:30:00,2023-10-22 08:39:00,On-Time,46543
FL00405,Ethiopian Airlines,Nairobi,Kenya,Lusaka,Zambia,1860,2023-10-23 21:00:00,2023-10-23 23:41:00,On-Time,198333
FL00406,Arik Air,Accra,Ghana,Lusaka,Zambia,4500,2023-10-23 07:45:00,2023-10-23 13:55:00,Delayed,412763
FL00407,Air Peace,Kano,Nigeria,Nairobi,Kenya,3318,2023-10-24 20:15:00,2023-10-25 00:50:00,Delayed,306238
FL00408,Ethiopian Airlines,Douala,Cameroon,Casablanca,Morocco,3800,2023-10-25 08:15:00,2023-10-25 13:34:00,On-Time,376966
FL00409,Dana Air,Enugu,Nigeria,Dakar,Senegal,3100,2023-10-26 22:15:00,2023-10-27 03:02:00,On-Time,287775
FL00410,Arik Air,Accra,Ghana,Lusaka,Zambia,4500,2023-10-26 21:00:00,2023-10-27 03:25:00,On-Time,417999
FL00411,Dana Air,Lagos,Nigeria,Accra,Ghana,397,2023-10-27 11:45:00,2023-10-27 12:57:00,Delayed,49718
FL00412,Ethiopian Airlines,Addis Ababa,Ethiopia,Dakar,Senegal,4800,2023-10-28 09:45:00,2023-10-28 16:32:00,On-Time,461857
FL00413,Arik Air,Douala,Cameroon,Lagos,Nigeria,1060,2023-10-29 16:00:00,2023-10-29 17:48:00,Delayed,102614
FL00414,Dana Air,Kano,Nigeria,Douala,Cameroon,950,2023-10-29 21:45:00,2023-10-29 23:23:00,On-Time,90001
FL00415,Kenya Airways,Addis Ababa,Ethiopia,Douala,Cameroon,2800,2023-10-30 17:00:00,2023-10-30 20:57:00,On-Time,273357
FL00416,Arik Air,Dakar,Senegal,Enugu,Nigeria,3100,2023-10-31 07:00:00,2023-10-31 11:44:00,Delayed,287806
FL00417,EgyptAir,Accra,Ghana,Port Harcourt,Nigeria,730,2023-10-31 13:00:00,2023-10-31 14:45:00,Delayed,88704
FL00418,Ethiopian Airlines,Accra,Ghana,Lagos,Nigeria,397,2023-11-01 21:15:00,2023-11-01 22:22:00,On-Time,57943
FL00419,Kenya Airways,Lusaka,Zambia,Kano,Nigeria,3700,2023-11-02 21:45:00,2023-11-03 03:15:00,On-Time,367321
FL00420,Arik Air,Douala,Cameroon,Accra,Ghana,1200,2023-11-03 20:00:00,2023-11-03 22:25:00,Delayed,126703
FL00421,Kenya Airways,Cairo,Egypt,Accra,Ghana,4383,2023-11-03 17:45:00,2023-11-03 23:59:00,On-Time,428242
FL00422,Dana Air,Lagos,Nigeria,Addis Ababa,Ethiopia,3856,2023-11-04 21:15:00,2023-11-05 02:51:00,Cancelled,342627
FL00423,Dana Air,Enugu,Nigeria,Casablanca,Morocco,3900,2023-11-05 08:00:00,2023-11-05 13:44:00,Delayed,340960
FL00424,Dana Air,Kano,Nigeria,Lusaka,Zambia,3700,2023-11-06 16:30:00,2023-11-06 21:38:00,Cancelled,330198
FL00425,Dana Air,Enugu,Nigeria,Kano,Nigeria,650,2023-11-06 13:15:00,2023-11-06 14:38:00,On-Time,66894
FL00426,Dana Air,Abuja,Nigeria,Lagos,Nigeria,533,2023-11-07 16:30:00,2023-11-07 17:59:00,On-Time,54144
FL00427,Dana Air,Abuja,Nigeria,Port Harcourt,Nigeria,476,2023-11-08 13:45:00,2023-11-08 15:18:00,On-Time,56236
FL00428,Ethiopian Airlines,Cairo,Egypt,Casablanca,Morocco,3200,2023-11-09 11:45:00,2023-11-09 16:31:00,On-Time,314395
FL00429,Dana Air,Kano,Nigeria,Douala,Cameroon,950,2023-11-09 18:15:00,2023-11-09 19:59:00,On-Time,89012
FL00430,Dana Air,Enugu,Nigeria,Kano,Nigeria,650,2023-11-10 19:45:00,2023-11-10 21:10:00,On-Time,65482
FL00431,Arik Air,Port Harcourt,Nigeria,Addis Ababa,Ethiopia,3570,2023-11-11 20:30:00,2023-11-12 01:40:00,On-Time,338505
FL00432,Dana Air,Abuja,Nigeria,Accra,Ghana,1055,2023-11-11 09:00:00,2023-11-11 11:16:00,On-Time,98391
FL00433,Air Peace,Kano,Nigeria,Johannesburg,South Africa,4118,2023-11-12 07:00:00,2023-11-12 12:54:00,On-Time,385686
FL00434,Air Peace,Nairobi,Kenya,Port Harcourt,Nigeria,3906,2023-11-13 16:00:00,2023-11-13 21:28:00,On-Time,366481
FL00435,Arik Air,Dakar,Senegal,Lagos,Nigeria,2832,2023-11-14 08:15:00,2023-11-14 12:40:00,On-Time,265883
FL00436,Arik Air,Lagos,Nigeria,Cairo,Egypt,4020,2023-11-14 20:45:00,2023-11-15 02:11:00,On-Time,360079
FL00437,EgyptAir,Nairobi,Kenya,Douala,Cameroon,3200,2023-11-15 11:30:00,2023-11-15 16:26:00,On-Time,304613
FL00438,Kenya Airways,Lagos,Nigeria,Kano,Nigeria,1054,2023-11-16 17:45:00,2023-11-16 19:46:00,On-Time,112824
FL00439,Ethiopian Airlines,Accra,Ghana,Casablanca,Morocco,3300,2023-11-17 14:45:00,2023-11-17 19:12:00,On-Time,331083
FL00440,Arik Air,Douala,Cameroon,Lagos,Nigeria,1060,2023-11-17 11:45:00,2023-11-17 13:47:00,Delayed,111735
FL00441,EgyptAir,Lagos,Nigeria,Casablanca,Morocco,4010,2023-11-18 18:00:00,2023-11-18 23:27:00,Delayed,375182
FL00442,Dana Air,Enugu,Nigeria,Cairo,Egypt,3700,2023-11-19 09:30:00,2023-11-19 14:37:00,Delayed,338143
FL00443,Kenya Airways,Addis Ababa,Ethiopia,Lagos,Nigeria,3856,2023-11-19 07:30:00,2023-11-19 13:03:00,Cancelled,364838
FL00444,Kenya Airways,Accra,Ghana,Douala,Cameroon,1200,2023-11-20 15:45:00,2023-11-20 17:47:00,On-Time,122350
FL00445,Ethiopian Airlines,Addis Ababa,Ethiopia,Lagos,Nigeria,3856,2023-11-21 15:00:00,2023-11-21 20:43:00,Cancelled,372866
FL00446,Arik Air,Abuja,Nigeria,Cairo,Egypt,3224,2023-11-22 22:00:00,2023-11-23 02:28:00,On-Time,292857
FL00447,EgyptAir,Accra,Ghana,Dakar,Senegal,2100,2023-11-22 19:30:00,2023-11-22 22:28:00,On-Time,217739
FL00448,Dana Air,Enugu,Nigeria,Douala,Cameroon,600,2023-11-23 16:00:00,2023-11-23 17:09:00,On-Time,60331
FL00449,Dana Air,Enugu,Nigeria,Douala,Cameroon,600,2023-11-24 13:00:00,2023-11-24 14:03:00,Delayed,67803
FL00450,Air Peace,Port Harcourt,Nigeria,Lusaka,Zambia,3900,2023-11-25 14:00:00,2023-11-25 19:23:00,Cancelled,368057
FL00451,EgyptAir,Nairobi,Kenya,Abuja,Nigeria,3714,2023-11-25 16:15:00,2023-11-25 21:25:00,Delayed,358846
FL00452,EgyptAir,Casablanca,Morocco,Addis Ababa,Ethiopia,5000,2023-11-26 21:45:00,2023-11-27 04:47:00,On-Time,475692
FL00453,EgyptAir,Casablanca,Morocco,Cairo,Egypt,3200,2023-11-27 10:30:00,2023-11-27 15:00:00,On-Time,318967
FL00454,Ethiopian Airlines,Lagos,Nigeria,Abuja,Nigeria,533,2023-11-28 11:30:00,2023-11-28 12:46:00,Cancelled,63292
FL00455,Air Peace,Nairobi,Kenya,Dakar,Senegal,5600,2023-11-28 18:15:00,2023-11-29 01:44:00,On-Time,514208
FL00456,Arik Air,Kano,Nigeria,Dar es Salaam,Tanzania,3800,2023-11-29 17:45:00,2023-11-29 23:20:00,Delayed,348886
FL00457,Kenya Airways,Nairobi,Kenya,Johannesburg,South Africa,2723,2023-11-30 12:30:00,2023-11-30 16:51:00,On-Time,265363
FL00458,Arik Air,Accra,Ghana,Johannesburg,South Africa,4922,2023-11-30 14:00:00,2023-11-30 20:47:00,On-Time,455754
FL00459,Ethiopian Airlines,Lagos,Nigeria,Johannesburg,South Africa,4590,2023-12-01 13:30:00,2023-12-01 20:08:00,On-Time,446608
FL00460,Ethiopian Airlines,Douala,Cameroon,Lusaka,Zambia,3600,2023-12-02 22:00:00,2023-12-03 03:25:00,Delayed,349032
FL00461,Kenya Airways,Accra,Ghana,Kano,Nigeria,1382,2023-12-03 06:15:00,2023-12-03 08:47:00,On-Time,133795
FL00462,EgyptAir,Nairobi,Kenya,Dar es Salaam,Tanzania,524,2023-12-03 09:00:00,2023-12-03 10:20:00,On-Time,54903
FL00463,Dana Air,Port Harcourt,Nigeria,Nairobi,Kenya,3906,2023-12-04 09:30:00,2023-12-04 14:52:00,On-Time,343911
FL00464,Arik Air,Douala,Cameroon,Dar es Salaam,Tanzania,3500,2023-12-05 10:30:00,2023-12-05 15:34:00,On-Time,327520
FL00465,EgyptAir,Lagos,Nigeria,Port Harcourt,Nigeria,443,2023-12-06 12:30:00,2023-12-06 14:00:00,Delayed,52999
FL00466,Air Peace,Kano,Nigeria,Lusaka,Zambia,3700,2023-12-06 20:15:00,2023-12-07 01:43:00,On-Time,357800
FL00467,Air Peace,Nairobi,Kenya,Douala,Cameroon,3200,2023-12-07 17:15:00,2023-12-07 21:54:00,On-Time,304669
FL00468,Ethiopian Airlines,Nairobi,Kenya,Lagos,Nigeria,4182,2023-12-08 05:45:00,2023-12-08 11:42:00,Delayed,412455
FL00469,Ethiopian Airlines,Addis Ababa,Ethiopia,Lagos,Nigeria,3856,2023-12-08 21:30:00,2023-12-09 02:51:00,On-Time,374449
FL00470,Arik Air,Kano,Nigeria,Lusaka,Zambia,3700,2023-12-09 11:00:00,2023-12-09 16:35:00,On-Time,330914
FL00471,Arik Air,Dakar,Senegal,Casablanca,Morocco,2000,2023-12-10 17:15:00,2023-12-10 20:27:00,On-Time,189347
FL00472,Air Peace,Enugu,Nigeria,Cairo,Egypt,3700,2023-12-11 08:30:00,2023-12-11 13:45:00,On-Time,347104
FL00473,EgyptAir,Dakar,Senegal,Lusaka,Zambia,5900,2023-12-11 08:30:00,2023-12-11 16:42:00,On-Time,548917
FL00474,Arik Air,Accra,Ghana,Casablanca,Morocco,3300,2023-12-12 10:15:00,2023-12-12 14:41:00,On-Time,309278
FL00475,Air Peace,Kano,Nigeria,Enugu,Nigeria,650,2023-12-13 16:45:00,2023-12-13 18:19:00,On-Time,66935
FL00476,Kenya Airways,Cairo,Egypt,Port Harcourt,Nigeria,3821,2023-12-14 11:15:00,2023-12-14 16:31:00,Delayed,363049
FL00477,EgyptAir,Dakar,Senegal,Lagos,Nigeria,2832,2023-12-14 14:15:00,2023-12-14 18:38:00,Delayed,269335
FL00478,Air Peace,Nairobi,Kenya,Dar es Salaam,Tanzania,524,2023-12-15 11:00:00,2023-12-15 12:27:00,On-Time,70234
FL00479,EgyptAir,Nairobi,Kenya,Lagos,Nigeria,4182,2023-12-16 07:00:00,2023-12-16 12:57:00,On-Time,404942
FL00480,Air Peace,Lagos,Nigeria,Dakar,Senegal,2832,2023-12-17 17:45:00,2023-12-17 22:03:00,On-Time,269663
FL00481,EgyptAir,Lagos,Nigeria,Kano,Nigeria,1054,2023-12-17 17:30:00,2023-12-17 19:20:00,Delayed,106885
FL00482,Air Peace,Lagos,Nigeria,Port Harcourt,Nigeria,443,2023-12-18 22:15:00,2023-12-18 23:23:00,On-Time,57261
FL00483,Dana Air,Port Harcourt,Nigeria,Casablanca,Morocco,4100,2023-12-19 12:45:00,2023-12-19 18:36:00,Delayed,354551
FL00484,Arik Air,Douala,Cameroon,Addis Ababa,Ethiopia,2800,2023-12-19 13:00:00,2023-12-19 17:13:00,On-Time,263389
FL00485,Arik Air,Lagos,Nigeria,Casablanca,Morocco,4010,2023-12-20 11:15:00,2023-12-20 16:48:00,On-Time,361239
FL00486,Air Peace,Lagos,Nigeria,Enugu,Nigeria,478,2023-12-21 05:30:00,2023-12-21 06:50:00,Cancelled,62350
FL00487,Ethiopian Airlines,Addis Ababa,Ethiopia,Dakar,Senegal,4800,2023-12-22 07:00:00,2023-12-22 13:32:00,Delayed,474255
FL00488,Arik Air,Port Harcourt,Nigeria,Addis Ababa,Ethiopia,3570,2023-12-22 17:00:00,2023-12-22 21:48:00,On-Time,330311
FL00489,Ethiopian Airlines,Accra,Ghana,Addis Ababa,Ethiopia,4200,2023-12-23 21:00:00,2023-12-24 03:13:00,On-Time,409698
FL00490,Arik Air,Douala,Cameroon,Nairobi,Kenya,3200,2023-12-24 05:45:00,2023-12-24 10:30:00,Delayed,297873
FL00491,Dana Air,Kano,Nigeria,Accra,Ghana,1382,2023-12-25 10:30:00,2023-12-25 13:05:00,Delayed,133173
FL00492,Air Peace,Nairobi,Kenya,Kano,Nigeria,3318,2023-12-25 10:15:00,2023-12-25 14:50:00,Delayed,319261
FL00493,Arik Air,Dakar,Senegal,Abuja,Nigeria,2600,2023-12-26 16:45:00,2023-12-26 20:55:00,Cancelled,236030
FL00494,Air Peace,Accra,Ghana,Johannesburg,South Africa,4922,2023-12-27 17:45:00,2023-12-28 00:42:00,Cancelled,461252
FL00495,Ethiopian Airlines,Addis Ababa,Ethiopia,Port Harcourt,Nigeria,3570,2023-12-27 17:45:00,2023-12-27 22:35:00,Delayed,357321
FL00496,EgyptAir,Johannesburg,South Africa,Dakar,Senegal,6500,2023-12-28 19:00:00,2023-12-29 03:38:00,On-Time,612175
FL00497,Air Peace,Abuja,Nigeria,Nairobi,Kenya,3714,2023-12-29 20:30:00,2023-12-30 01:41:00,On-Time,347922
FL00498,Ethiopian Airlines,Nairobi,Kenya,Enugu,Nigeria,3800,2023-12-30 15:45:00,2023-12-30 21:22:00,On-Time,375878
FL00499,Dana Air,Abuja,Nigeria,Dakar,Senegal,2600,2023-12-30 09:15:00,2023-12-30 13:01:00,On-Time,230298
FL00500,Kenya Airways,Lusaka,Zambia,Enugu,Nigeria,4000,2023-12-31 08:30:00,2023-12-31 13:52:00,On-Time,391391
FL00501,Dana Air,Enugu,Nigeria,Addis Ababa,Ethiopia,3450,2024-01-01 07:15:00,2024-01-01 12:00:00,On-Time,312261
FL00502,Dana Air,Kano,Nigeria,Dar es Salaam,Tanzania,3800,2024-01-02 22:30:00,2024-01-03 03:42:00,Delayed,338956
FL00503,Dana Air,Enugu,Nigeria,Lusaka,Zambia,4000,2024-01-02 19:15:00,2024-01-03 01:07:00,Cancelled,363888
FL00504,Arik Air,Accra,Ghana,Cairo,Egypt,4383,2024-01-03 13:00:00,2024-01-03 19:01:00,On-Time,392291
FL00505,Air Peace,Port Harcourt,Nigeria,Lagos,Nigeria,443,2024-01-04 21:45:00,2024-01-04 22:55:00,On-Time,55220
FL00506,Air Peace,Lagos,Nigeria,Johannesburg,South Africa,4590,2024-01-05 18:15:00,2024-01-06 00:41:00,On-Time,423554
FL00507,Air Peace,Accra,Ghana,Nairobi,Kenya,4808,2024-01-05 19:30:00,2024-01-06 02:26:00,Delayed,444565
FL00508,Air Peace,Lagos,Nigeria,Addis Ababa,Ethiopia,3856,2024-01-06 05:45:00,2024-01-06 11:00:00,On-Time,365176
FL00509,EgyptAir,Johannesburg,South Africa,Nairobi,Kenya,2723,2024-01-07 07:45:00,2024-01-07 11:50:00,On-Time,271971
FL00510,Kenya Airways,Cairo,Egypt,Nairobi,Kenya,3637,2024-01-07 20:30:00,2024-01-08 01:52:00,Delayed,345703
FL00511,Kenya Airways,Lusaka,Zambia,Kano,Nigeria,3700,2024-01-08 15:15:00,2024-01-08 20:11:00,Delayed,349506
FL00512,Air Peace,Abuja,Nigeria,Dakar,Senegal,2600,2024-01-09 16:00:00,2024-01-09 20:12:00,On-Time,243485
FL00513,EgyptAir,Addis Ababa,Ethiopia,Abuja,Nigeria,3390,2024-01-10 14:00:00,2024-01-10 19:13:00,On-Time,321501
FL00514,EgyptAir,Johannesburg,South Africa,Addis Ababa,Ethiopia,3670,2024-01-10 20:15:00,2024-01-11 01:25:00,On-Time,354946
FL00515,Dana Air,Port Harcourt,Nigeria,Kano,Nigeria,793,2024-01-11 12:45:00,2024-01-11 14:05:00,On-Time,90424
FL00516,Dana Air,Abuja,Nigeria,Dar es Salaam,Tanzania,4050,2024-01-12 10:45:00,2024-01-12 16:40:00,On-Time,363948
FL00517,Arik Air,Lagos,Nigeria,Port Harcourt,Nigeria,443,2024-01-13 16:45:00,2024-01-13 17:51:00,On-Time,59145
FL00518,EgyptAir,Johannesburg,South Africa,Douala,Cameroon,3900,2024-01-13 12:45:00,2024-01-13 18:03:00,On-Time,368627
FL00519,EgyptAir,Nairobi,Kenya,Lusaka,Zambia,1860,2024-01-14 08:15:00,2024-01-14 11:01:00,On-Time,181433
FL00520,Dana Air,Kano,Nigeria,Johannesburg,South Africa,4118,2024-01-15 12:45:00,2024-01-15 18:24:00,Delayed,358605
FL00521,Ethiopian Airlines,Cairo,Egypt,Addis Ababa,Ethiopia,2185,2024-01-15 22:30:00,2024-01-16 01:58:00,On-Time,231804
FL00522,Arik Air,Douala,Cameroon,Abuja,Nigeria,870,2024-01-16 09:45:00,2024-01-16 11:10:00,Delayed,98366
FL00523,Ethiopian Airlines,Nairobi,Kenya,Casablanca,Morocco,5900,2024-01-17 13:00:00,2024-01-17 21:18:00,Delayed,576089
FL00524,EgyptAir,Accra,Ghana,Dakar,Senegal,2100,2024-01-18 08:45:00,2024-01-18 11:50:00,On-Time,201364
FL00525,EgyptAir,Accra,Ghana,Dakar,Senegal,2100,2024-01-18 21:15:00,2024-01-19 00:45:00,On-Time,215191
FL00526,Air Peace,Enugu,Nigeria,Dakar,Senegal,3100,2024-01-19 13:00:00,2024-01-19 17:34:00,On-Time,287962
FL00527,Dana Air,Abuja,Nigeria,Casablanca,Morocco,3680,2024-01-20 05:15:00,2024-01-20 10:38:00,Delayed,328888
FL00528,Air Peace,Kano,Nigeria,Nairobi,Kenya,3318,2024-01-21 17:15:00,2024-01-21 22:17:00,Delayed,311321
FL00529,Air Peace,Port Harcourt,Nigeria,Addis Ababa,Ethiopia,3570,2024-01-21 20:00:00,2024-01-22 01:18:00,On-Time,340004
FL00530,Ethiopian Airlines,Lagos,Nigeria,Douala,Cameroon,1060,2024-01-22 17:15:00,2024-01-22 19:21:00,On-Time,107514
FL00531,Arik Air,Kano,Nigeria,Lusaka,Zambia,3700,2024-01-23 18:15:00,2024-01-23 23:19:00,On-Time,344167
FL00532,EgyptAir,Cairo,Egypt,Dar es Salaam,Tanzania,3600,2024-01-24 07:45:00,2024-01-24 12:38:00,On-Time,355680
FL00533,Arik Air,Douala,Cameroon,Johannesburg,South Africa,3900,2024-01-24 10:30:00,2024-01-24 15:44:00,On-Time,360862
FL00534,Air Peace,Lagos,Nigeria,Douala,Cameroon,1060,2024-01-25 22:15:00,2024-01-25 23:59:00,On-Time,110393
FL00535,Dana Air,Kano,Nigeria,Casablanca,Morocco,3200,2024-01-26 09:15:00,2024-01-26 14:07:00,Cancelled,279941
FL00536,Arik Air,Port Harcourt,Nigeria,Johannesburg,South Africa,4257,2024-01-26 19:15:00,2024-01-27 01:09:00,On-Time,385066
FL00537,Air Peace,Kano,Nigeria,Abuja,Nigeria,316,2024-01-27 06:45:00,2024-01-27 08:02:00,Delayed,40239
FL00538,EgyptAir,Cairo,Egypt,Dar es Salaam,Tanzania,3600,2024-01-28 14:30:00,2024-01-28 19:31:00,On-Time,338545
FL00539,Ethiopian Airlines,Johannesburg,South Africa,Addis Ababa,Ethiopia,3670,2024-01-29 22:00:00,2024-01-30 02:53:00,On-Time,372364
FL00540,EgyptAir,Dakar,Senegal,Cairo,Egypt,4900,2024-01-29 17:45:00,2024-01-30 00:14:00,On-Time,455816
FL00541,Kenya Airways,Nairobi,Kenya,Accra,Ghana,4808,2024-01-30 09:45:00,2024-01-30 16:14:00,On-Time,468617
FL00542,Ethiopian Airlines,Lusaka,Zambia,Dar es Salaam,Tanzania,1500,2024-01-31 05:30:00,2024-01-31 08:06:00,On-Time,164853
FL00543,Kenya Airways,Dar es Salaam,Tanzania,Casablanca,Morocco,6400,2024-02-01 05:30:00,2024-02-01 14:19:00,Delayed,604182
FL00544,Ethiopian Airlines,Johannesburg,South Africa,Kano,Nigeria,4118,2024-02-01 22:45:00,2024-02-02 04:20:00,On-Time,410181
FL00545,Air Peace,Accra,Ghana,Port Harcourt,Nigeria,730,2024-02-02 19:00:00,2024-02-02 20:29:00,On-Time,77808
FL00546,EgyptAir,Nairobi,Kenya,Douala,Cameroon,3200,2024-02-03 21:45:00,2024-02-04 02:19:00,Delayed,308421
FL00547,EgyptAir,Johannesburg,South Africa,Port Harcourt,Nigeria,4257,2024-02-03 15:30:00,2024-02-03 21:44:00,Delayed,397575
FL00548,Air Peace,Nairobi,Kenya,Kano,Nigeria,3318,2024-02-04 21:00:00,2024-02-05 01:44:00,On-Time,307026
FL00549,Air Peace,Port Harcourt,Nigeria,Johannesburg,South Africa,4257,2024-02-05 17:30:00,2024-02-05 23:30:00,On-Time,404076
FL00550,Kenya Airways,Accra,Ghana,Dakar,Senegal,2100,2024-02-06 05:00:00,2024-02-06 07:56:00,Cancelled,207092
FL00551,Arik Air,Dakar,Senegal,Addis Ababa,Ethiopia,4800,2024-02-06 06:15:00,2024-02-06 12:37:00,On-Time,439850
FL00552,Air Peace,Enugu,Nigeria,Lusaka,Zambia,4000,2024-02-07 13:30:00,2024-02-07 19:14:00,Cancelled,365287
FL00553,Arik Air,Kano,Nigeria,Enugu,Nigeria,650,2024-02-08 07:30:00,2024-02-08 08:55:00,On-Time,68183
FL00554,EgyptAir,Dakar,Senegal,Enugu,Nigeria,3100,2024-02-09 05:45:00,2024-02-09 10:13:00,On-Time,295202
FL00555,Kenya Airways,Dar es Salaam,Tanzania,Addis Ababa,Ethiopia,1280,2024-02-09 20:30:00,2024-02-09 22:24:00,Delayed,126694
FL00556,Air Peace,Lagos,Nigeria,Casablanca,Morocco,4010,2024-02-10 10:30:00,2024-02-10 16:30:00,On-Time,382031
FL00557,Ethiopian Airlines,Cairo,Egypt,Dakar,Senegal,4900,2024-02-11 21:15:00,2024-02-12 03:52:00,On-Time,477998
FL00558,Kenya Airways,Johannesburg,South Africa,Dar es Salaam,Tanzania,2400,2024-02-12 09:30:00,2024-02-12 12:54:00,Delayed,246813
FL00559,Arik Air,Lagos,Nigeria,Kano,Nigeria,1054,2024-02-12 09:15:00,2024-02-12 11:16:00,On-Time,101619
FL00560,Air Peace,Enugu,Nigeria,Dakar,Senegal,3100,2024-02-13 10:15:00,2024-02-13 14:54:00,On-Time,293036
FL00561,Air Peace,Accra,Ghana,Dakar,Senegal,2100,2024-02-14 07:15:00,2024-02-14 10:21:00,Delayed,195260
FL00562,EgyptAir,Cairo,Egypt,Port Harcourt,Nigeria,3821,2024-02-14 09:15:00,2024-02-14 14:49:00,On-Time,366933
FL00563,Arik Air,Lagos,Nigeria,Kano,Nigeria,1054,2024-02-15 09:00:00,2024-02-15 10:54:00,On-Time,116017
FL00564,Air Peace,Abuja,Nigeria,Johannesburg,South Africa,4243,2024-02-16 14:45:00,2024-02-16 20:32:00,On-Time,400616
FL00565,Ethiopian Airlines,Johannesburg,South Africa,Cairo,Egypt,6261,2024-02-17 14:00:00,2024-02-17 22:28:00,On-Time,604992
FL00566,Arik Air,Accra,Ghana,Dar es Salaam,Tanzania,4700,2024-02-17 21:30:00,2024-02-18 04:05:00,On-Time,431758
FL00567,Kenya Airways,Addis Ababa,Ethiopia,Douala,Cameroon,2800,2024-02-18 18:00:00,2024-02-18 21:51:00,On-Time,269381
FL00568,Arik Air,Abuja,Nigeria,Dar es Salaam,Tanzania,4050,2024-02-19 13:00:00,2024-02-19 18:28:00,Delayed,375131
FL00569,EgyptAir,Lagos,Nigeria,Lusaka,Zambia,4260,2024-02-20 18:30:00,2024-02-21 00:45:00,Delayed,404617
FL00570,EgyptAir,Addis Ababa,Ethiopia,Cairo,Egypt,2185,2024-02-20 05:30:00,2024-02-20 08:31:00,On-Time,221054
FL00571,Kenya Airways,Dar es Salaam,Tanzania,Enugu,Nigeria,4200,2024-02-21 17:30:00,2024-02-21 23:29:00,On-Time,397614
FL00572,EgyptAir,Lagos,Nigeria,Dar es Salaam,Tanzania,4450,2024-02-22 17:00:00,2024-02-22 23:05:00,Delayed,433148
FL00573,EgyptAir,Accra,Ghana,Dar es Salaam,Tanzania,4700,2024-02-22 08:00:00,2024-02-22 14:49:00,On-Time,442051
FL00574,Arik Air,Accra,Ghana,Lusaka,Zambia,4500,2024-02-23 05:30:00,2024-02-23 12:03:00,On-Time,403253
FL00575,Dana Air,Lagos,Nigeria,Nairobi,Kenya,4182,2024-02-24 21:45:00,2024-02-25 03:46:00,On-Time,372840
FL00576,EgyptAir,Lagos,Nigeria,Douala,Cameroon,1060,2024-02-25 12:45:00,2024-02-25 14:45:00,Delayed,113050
FL00577,Kenya Airways,Nairobi,Kenya,Lusaka,Zambia,1860,2024-02-25 06:15:00,2024-02-25 08:56:00,On-Time,179965
FL00578,Kenya Airways,Lagos,Nigeria,Dar es Salaam,Tanzania,4450,2024-02-26 12:30:00,2024-02-26 18:31:00,On-Time,433016
FL00579,Dana Air,Kano,Nigeria,Lusaka,Zambia,3700,2024-02-27 11:15:00,2024-02-27 16:14:00,On-Time,337465
